Año,Mes,Aeropuerto2,Nacionalidad,Región,Sexo,Visitantes ,TUA
2019,Enero,Acapulco,Alemania,Europa, Hombre,5,1145.8
2019,Enero,Acapulco,Alemania,Europa, Mujer,1,1145.8
2019,Enero,Acapulco,Argelia,África, Hombre,1,1145.8
2019,Enero,Acapulco,Armenia,Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Australia,Oceanía, Hombre,2,1145.8
2019,Enero,Acapulco,Australia,Oceanía, Mujer,2,1145.8
2019,Enero,Acapulco,Bélgica,Europa, Hombre,1,1145.8
2019,Enero,Acapulco,Brasil,América del Sur, Hombre,3,1145.8
2019,Enero,Acapulco,Brasil,América del Sur, Mujer,2,1145.8
2019,Enero,Acapulco,Bulgaria,Europa, Hombre,1,1145.8
2019,Enero,Acapulco,Canadá,América del Norte, Hombre,1264,1145.8
2019,Enero,Acapulco,Canadá,América del Norte, Mujer,1398,1145.8
2019,Enero,Acapulco,China,Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Colombia,América del Sur, Hombre,1,1145.8
2019,Enero,Acapulco,Cuba,Islas del Caribe, Hombre,2,1145.8
2019,Enero,Acapulco,Dinamarca,Europa, Mujer,1,1145.8
2019,Enero,Acapulco,España,Europa, Mujer,2,1145.8
2019,Enero,Acapulco,Estados Unidos,América del Norte, Hombre,423,1145.8
2019,Enero,Acapulco,Estados Unidos,América del Norte, Mujer,437,1145.8
2019,Enero,Acapulco,Filipinas,Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Francia,Europa, Hombre,3,1145.8
2019,Enero,Acapulco,Francia,Europa, Mujer,3,1145.8
2019,Enero,Acapulco,Guatemala,América Central, Hombre,1,1145.8
2019,Enero,Acapulco,Irán,Asia, Hombre,4,1145.8
2019,Enero,Acapulco,Irán,Asia, Mujer,2,1145.8
2019,Enero,Acapulco,Italia,Europa, Hombre,6,1145.8
2019,Enero,Acapulco,Italia,Europa, Mujer,8,1145.8
2019,Enero,Acapulco,Jordania,Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Kazajistán,Asia, Hombre,1,1145.8
2019,Enero,Acapulco,Kazajistán,Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Marruecos,África, Mujer,2,1145.8
2019,Enero,Acapulco,Polonia,Europa, Hombre,2,1145.8
2019,Enero,Acapulco,Polonia,Europa, Mujer,1,1145.8
2019,Enero,Acapulco,Reino Unido,Europa, Hombre,4,1145.8
2019,Enero,Acapulco,Reino Unido,Europa, Mujer,3,1145.8
2019,Enero,Acapulco,"Corea, Rep. (Sur)",Asia, Hombre,2,1145.8
2019,Enero,Acapulco,"Corea, Rep. (Sur)",Asia, Mujer,1,1145.8
2019,Enero,Acapulco,Suiza,Europa, Hombre,2,1145.8
2019,Enero,Acapulco,Suiza,Europa, Mujer,1,1145.8
2019,Enero,Acapulco,Trinidad y Tobago,Islas del Caribe, Mujer,1,1145.8
2019,Enero,Acapulco,Ucrania,Europa, Hombre,1,1145.8
2019,Enero,Acapulco,Ucrania,Europa, Mujer,1,1145.8
2019,Enero,Aguascalientes,Alemania,Europa, Hombre,68,812.85
2019,Enero,Aguascalientes,Alemania,Europa, Mujer,18,812.85
2019,Enero,Aguascalientes,Arabia Saudita,Asia, Hombre,1,812.85
2019,Enero,Aguascalientes,Argentina,América del Sur, Hombre,1,812.85
2019,Enero,Aguascalientes,Argentina,América del Sur, Mujer,1,812.85
2019,Enero,Aguascalientes,Australia,Oceanía, Hombre,3,812.85
2019,Enero,Aguascalientes,Australia,Oceanía, Mujer,12,812.85
2019,Enero,Aguascalientes,Austria,Europa, Hombre,2,812.85
2019,Enero,Aguascalientes,Bielorrusia,Europa, Hombre,1,812.85
2019,Enero,Aguascalientes,Bélgica,Europa, Hombre,1,812.85
2019,Enero,Aguascalientes,Bolivia,América del Sur, Hombre,1,812.85
2019,Enero,Aguascalientes,Bolivia,América del Sur, Mujer,2,812.85
2019,Enero,Aguascalientes,Brasil,América del Sur, Hombre,11,812.85
2019,Enero,Aguascalientes,Brasil,América del Sur, Mujer,10,812.85
2019,Enero,Aguascalientes,Canadá,América del Norte, Hombre,17,812.85
2019,Enero,Aguascalientes,Canadá,América del Norte, Mujer,7,812.85
2019,Enero,Aguascalientes,Chile,América del Sur, Hombre,6,812.85
2019,Enero,Aguascalientes,Chile,América del Sur, Mujer,3,812.85
2019,Enero,Aguascalientes,China,Asia, Hombre,9,812.85
2019,Enero,Aguascalientes,China,Asia, Mujer,4,812.85
2019,Enero,Aguascalientes,Colombia,América del Sur, Hombre,3,812.85
2019,Enero,Aguascalientes,Colombia,América del Sur, Mujer,1,812.85
2019,Enero,Aguascalientes,Ecuador,América del Sur, Hombre,1,812.85
2019,Enero,Aguascalientes,Egipto,África, Hombre,2,812.85
2019,Enero,Aguascalientes,El Salvador,América Central, Hombre,5,812.85
2019,Enero,Aguascalientes,El Salvador,América Central, Mujer,1,812.85
2019,Enero,Aguascalientes,España,Europa, Hombre,8,812.85
2019,Enero,Aguascalientes,España,Europa, Mujer,4,812.85
2019,Enero,Aguascalientes,Estados Unidos,América del Norte, Hombre,1746,812.85
2019,Enero,Aguascalientes,Estados Unidos,América del Norte, Mujer,1240,812.85
2019,Enero,Aguascalientes,Rusia,Europa, Mujer,2,812.85
2019,Enero,Aguascalientes,Filipinas,Asia, Hombre,1,812.85
2019,Enero,Aguascalientes,Francia,Europa, Hombre,7,812.85
2019,Enero,Aguascalientes,Francia,Europa, Mujer,1,812.85
2019,Enero,Aguascalientes,Guatemala,América Central, Mujer,1,812.85
2019,Enero,Aguascalientes,Honduras,América Central, Hombre,4,812.85
2019,Enero,Aguascalientes,Honduras,América Central, Mujer,3,812.85
2019,Enero,Aguascalientes,Hungría,Europa, Hombre,1,812.85
2019,Enero,Aguascalientes,India,Asia, Hombre,13,812.85
2019,Enero,Aguascalientes,India,Asia, Mujer,2,812.85
2019,Enero,Aguascalientes,Irán,Asia, Mujer,1,812.85
2019,Enero,Aguascalientes,Israel,Asia, Hombre,1,812.85
2019,Enero,Aguascalientes,Italia,Europa, Hombre,2,812.85
2019,Enero,Aguascalientes,Japón,Asia, Hombre,505,812.85
2019,Enero,Aguascalientes,Japón,Asia, Mujer,97,812.85
2019,Enero,Aguascalientes,Malasia,Asia, Hombre,4,812.85
2019,Enero,Aguascalientes,Nueva Zelandia,Oceanía, Hombre,1,812.85
2019,Enero,Aguascalientes,Países Bajos (Holanda),Europa, Mujer,1,812.85
2019,Enero,Aguascalientes,Pakistán,Asia, Hombre,2,812.85
2019,Enero,Aguascalientes,Perú,América del Sur, Hombre,3,812.85
2019,Enero,Aguascalientes,Reino Unido,Europa, Hombre,11,812.85
2019,Enero,Aguascalientes,Reino Unido,Europa, Mujer,1,812.85
2019,Enero,Aguascalientes,"Corea, Rep. (Sur)",Asia, Hombre,14,812.85
2019,Enero,Aguascalientes,"Corea, Rep. (Sur)",Asia, Mujer,1,812.85
2019,Enero,Aguascalientes,Moldavia,Europa, Mujer,1,812.85
2019,Enero,Aguascalientes,"Dominicana, Rep.",Islas del Caribe, Hombre,2,812.85
2019,Enero,Aguascalientes,Sudáfrica,África, Mujer,1,812.85
2019,Enero,Aguascalientes,Suecia,Europa, Hombre,2,812.85
2019,Enero,Aguascalientes,Suecia,Europa, Mujer,2,812.85
2019,Enero,Aguascalientes,Suiza,Europa, Hombre,1,812.85
2019,Enero,Aguascalientes,Tailandia,Asia, Mujer,1,812.85
2019,Enero,Aguascalientes,Taiwán,Asia, Hombre,6,812.85
2019,Enero,Aguascalientes,Taiwán,Asia, Mujer,1,812.85
2019,Enero,Aguascalientes,Turquía,Asia, Hombre,2,812.85
2019,Enero,Aguascalientes,Turquía,Asia, Mujer,2,812.85
2019,Enero,Aguascalientes,Venezuela,América del Sur, Hombre,3,812.85
2019,Enero,Aguascalientes,Venezuela,América del Sur, Mujer,2,812.85
2019,Enero,Aguascalientes,Vietnam,Asia, Hombre,1,812.85
2019,Enero,Aguascalientes,Hong Kong (China),Asia, Hombre,1,812.85
2019,Enero,Los Cabos,Argentina,América del Sur, Hombre,1,985.27
2019,Enero,Los Cabos,Argentina,América del Sur, Mujer,2,985.27
2019,Enero,Los Cabos,Australia,Oceanía, Mujer,2,985.27
2019,Enero,Los Cabos,Brasil,América del Sur, Hombre,1,985.27
2019,Enero,Los Cabos,Canadá,América del Norte, Hombre,23,985.27
2019,Enero,Los Cabos,Canadá,América del Norte, Mujer,7,985.27
2019,Enero,Los Cabos,Costa Rica,América Central, Hombre,2,985.27
2019,Enero,Los Cabos,España,Europa, Hombre,1,985.27
2019,Enero,Los Cabos,Estados Unidos,América del Norte, Hombre,556,985.27
2019,Enero,Los Cabos,Estados Unidos,América del Norte, Mujer,278,985.27
2019,Enero,Los Cabos,Israel,Asia, Mujer,1,985.27
2019,Enero,Los Cabos,Italia,Europa, Hombre,1,985.27
2019,Enero,Los Cabos,Italia,Europa, Mujer,2,985.27
2019,Enero,Los Cabos,Namibia,África, Mujer,1,985.27
2019,Enero,Los Cabos,Nigeria,África, Hombre,1,985.27
2019,Enero,Los Cabos,Nigeria,África, Mujer,1,985.27
2019,Enero,Los Cabos,Nueva Zelandia,Oceanía, Mujer,1,985.27
2019,Enero,Los Cabos,Países Bajos (Holanda),Europa, Hombre,1,985.27
2019,Enero,Los Cabos,Reino Unido,Europa, Hombre,2,985.27
2019,Enero,Los Cabos,Sudáfrica,África, Hombre,1,985.27
2019,Enero,Campeche,Estados Unidos,América del Norte, Hombre,59,483.29
2019,Enero,Campeche,Estados Unidos,América del Norte, Mujer,2,483.29
2019,Enero,Cancún,Afganistán,Asia, Hombre,6,554.64
2019,Enero,Cancún,Afganistán,Asia, Mujer,1,554.64
2019,Enero,Cancún,Albania,Europa, Hombre,54,554.64
2019,Enero,Cancún,Albania,Europa, Mujer,53,554.64
2019,Enero,Cancún,Alemania,Europa, Hombre,5898,554.64
2019,Enero,Cancún,Alemania,Europa, Mujer,6205,554.64
2019,Enero,Cancún,Andorra,Europa, Hombre,7,554.64
2019,Enero,Cancún,Andorra,Europa, Mujer,4,554.64
2019,Enero,Cancún,Angola,África, Hombre,9,554.64
2019,Enero,Cancún,Angola,África, Mujer,10,554.64
2019,Enero,Cancún,Antigua y Barbuda,Islas del Caribe, Hombre,3,554.64
2019,Enero,Cancún,Antigua y Barbuda,Islas del Caribe, Mujer,2,554.64
2019,Enero,Cancún,Arabia Saudita,Asia, Hombre,101,554.64
2019,Enero,Cancún,Arabia Saudita,Asia, Mujer,40,554.64
2019,Enero,Cancún,Argelia,África, Hombre,31,554.64
2019,Enero,Cancún,Argelia,África, Mujer,20,554.64
2019,Enero,Cancún,Argentina,América del Sur, Hombre,13222,554.64
2019,Enero,Cancún,Argentina,América del Sur, Mujer,15258,554.64
2019,Enero,Cancún,Armenia,Asia, Hombre,54,554.64
2019,Enero,Cancún,Armenia,Asia, Mujer,71,554.64
2019,Enero,Cancún,Australia,Oceanía, Hombre,1956,554.64
2019,Enero,Cancún,Australia,Oceanía, Mujer,2121,554.64
2019,Enero,Cancún,Austria,Europa, Hombre,791,554.64
2019,Enero,Cancún,Austria,Europa, Mujer,831,554.64
2019,Enero,Cancún,Azerbaiyán,Asia, Hombre,6,554.64
2019,Enero,Cancún,Azerbaiyán,Asia, Mujer,8,554.64
2019,Enero,Cancún,Bahamas (Comonwealth),Islas del Caribe, Hombre,12,554.64
2019,Enero,Cancún,Bahamas (Comonwealth),Islas del Caribe, Mujer,16,554.64
2019,Enero,Cancún,Bahréin,Asia, Hombre,3,554.64
2019,Enero,Cancún,Bahréin,Asia, Mujer,2,554.64
2019,Enero,Cancún,Bangladesh,Asia, Hombre,23,554.64
2019,Enero,Cancún,Bangladesh,Asia, Mujer,25,554.64
2019,Enero,Cancún,Barbados,Islas del Caribe, Hombre,14,554.64
2019,Enero,Cancún,Barbados,Islas del Caribe, Mujer,13,554.64
2019,Enero,Cancún,Bielorrusia,Europa, Hombre,140,554.64
2019,Enero,Cancún,Bielorrusia,Europa, Mujer,175,554.64
2019,Enero,Cancún,Bélgica,Europa, Hombre,1077,554.64
2019,Enero,Cancún,Bélgica,Europa, Mujer,1216,554.64
2019,Enero,Cancún,Belice,América Central, Hombre,173,554.64
2019,Enero,Cancún,Belice,América Central, Mujer,111,554.64
2019,Enero,Cancún,Benín,África, Hombre,2,554.64
2019,Enero,Cancún,Bolivia,América del Sur, Hombre,400,554.64
2019,Enero,Cancún,Bolivia,América del Sur, Mujer,461,554.64
2019,Enero,Cancún,Bosnia - Herzegovina,Europa, Hombre,32,554.64
2019,Enero,Cancún,Bosnia - Herzegovina,Europa, Mujer,19,554.64
2019,Enero,Cancún,Brasil,América del Sur, Hombre,7541,554.64
2019,Enero,Cancún,Brasil,América del Sur, Mujer,8700,554.64
2019,Enero,Cancún,Bulgaria,Europa, Hombre,252,554.64
2019,Enero,Cancún,Bulgaria,Europa, Mujer,321,554.64
2019,Enero,Cancún,Burkina Faso,África, Hombre,2,554.64
2019,Enero,Cancún,Cabo Verde,África, Hombre,7,554.64
2019,Enero,Cancún,Cabo Verde,África, Mujer,5,554.64
2019,Enero,Cancún,Camboya,Asia, Hombre,2,554.64
2019,Enero,Cancún,Camboya,Asia, Mujer,4,554.64
2019,Enero,Cancún,Camerún,África, Hombre,5,554.64
2019,Enero,Cancún,Camerún,África, Mujer,1,554.64
2019,Enero,Cancún,Canadá,América del Norte, Hombre,80048,554.64
2019,Enero,Cancún,Canadá,América del Norte, Mujer,85839,554.64
2019,Enero,Cancún,Chile,América del Sur, Hombre,4467,554.64
2019,Enero,Cancún,Chile,América del Sur, Mujer,5240,554.64
2019,Enero,Cancún,China,Asia, Hombre,1776,554.64
2019,Enero,Cancún,China,Asia, Mujer,2736,554.64
2019,Enero,Cancún,Chipre,Asia, Hombre,18,554.64
2019,Enero,Cancún,Chipre,Asia, Mujer,12,554.64
2019,Enero,Cancún,Colombia,América del Sur, Hombre,8645,554.64
2019,Enero,Cancún,Colombia,América del Sur, Mujer,10632,554.64
2019,Enero,Cancún,"Congo, Rep.",África, Hombre,1,554.64
2019,Enero,Cancún,"Congo, Rep.",África, Mujer,1,554.64
2019,Enero,Cancún,Costa de Marfil,África, Hombre,3,554.64
2019,Enero,Cancún,Costa de Marfil,África, Mujer,6,554.64
2019,Enero,Cancún,Costa Rica,América Central, Hombre,2760,554.64
2019,Enero,Cancún,Costa Rica,América Central, Mujer,3584,554.64
2019,Enero,Cancún,Croacia,Europa, Hombre,128,554.64
2019,Enero,Cancún,Croacia,Europa, Mujer,147,554.64
2019,Enero,Cancún,Cuba,Islas del Caribe, Hombre,3546,554.64
2019,Enero,Cancún,Cuba,Islas del Caribe, Mujer,3510,554.64
2019,Enero,Cancún,Dinamarca,Europa, Hombre,540,554.64
2019,Enero,Cancún,Dinamarca,Europa, Mujer,592,554.64
2019,Enero,Cancún,Dominica (Comonwealth),Islas del Caribe, Hombre,4,554.64
2019,Enero,Cancún,Dominica (Comonwealth),Islas del Caribe, Mujer,4,554.64
2019,Enero,Cancún,Ecuador,América del Sur, Hombre,486,554.64
2019,Enero,Cancún,Ecuador,América del Sur, Mujer,521,554.64
2019,Enero,Cancún,Egipto,África, Hombre,59,554.64
2019,Enero,Cancún,Egipto,África, Mujer,46,554.64
2019,Enero,Cancún,El Salvador,América Central, Hombre,400,554.64
2019,Enero,Cancún,El Salvador,América Central, Mujer,456,554.64
2019,Enero,Cancún,Emiratos Árabes Unidos,Asia, Hombre,15,554.64
2019,Enero,Cancún,Emiratos Árabes Unidos,Asia, Mujer,4,554.64
2019,Enero,Cancún,Eritrea,África, Hombre,1,554.64
2019,Enero,Cancún,Eritrea,África, Mujer,1,554.64
2019,Enero,Cancún,Eslovaquia,Europa, Hombre,221,554.64
2019,Enero,Cancún,Eslovaquia,Europa, Mujer,249,554.64
2019,Enero,Cancún,Eslovenia,Europa, Hombre,102,554.64
2019,Enero,Cancún,Eslovenia,Europa, Mujer,122,554.64
2019,Enero,Cancún,España,Europa, Hombre,4792,554.64
2019,Enero,Cancún,España,Europa, Mujer,4578,554.64
2019,Enero,Cancún,Estados Unidos,América del Norte, Hombre,137609,554.64
2019,Enero,Cancún,Estados Unidos,América del Norte, Mujer,158214,554.64
2019,Enero,Cancún,Estonia,Europa, Hombre,95,554.64
2019,Enero,Cancún,Estonia,Europa, Mujer,122,554.64
2019,Enero,Cancún,Etiopía,África, Hombre,5,554.64
2019,Enero,Cancún,Etiopía,África, Mujer,7,554.64
2019,Enero,Cancún,Macedonia,Europa, Hombre,37,554.64
2019,Enero,Cancún,Macedonia,Europa, Mujer,41,554.64
2019,Enero,Cancún,Rusia,Europa, Hombre,3271,554.64
2019,Enero,Cancún,Rusia,Europa, Mujer,4283,554.64
2019,Enero,Cancún,"Fiyi, Islas",Oceanía, Hombre,4,554.64
2019,Enero,Cancún,"Fiyi, Islas",Oceanía, Mujer,3,554.64
2019,Enero,Cancún,Filipinas,Asia, Hombre,165,554.64
2019,Enero,Cancún,Filipinas,Asia, Mujer,269,554.64
2019,Enero,Cancún,Finlandia,Europa, Hombre,445,554.64
2019,Enero,Cancún,Finlandia,Europa, Mujer,534,554.64
2019,Enero,Cancún,Francia,Europa, Hombre,8071,554.64
2019,Enero,Cancún,Francia,Europa, Mujer,8098,554.64
2019,Enero,Cancún,Gabón,África, Hombre,2,554.64
2019,Enero,Cancún,Gabón,África, Mujer,1,554.64
2019,Enero,Cancún,Gambia,África, Mujer,2,554.64
2019,Enero,Cancún,Georgia,Asia, Hombre,40,554.64
2019,Enero,Cancún,Georgia,Asia, Mujer,34,554.64
2019,Enero,Cancún,Ghana,África, Hombre,15,554.64
2019,Enero,Cancún,Ghana,África, Mujer,8,554.64
2019,Enero,Cancún,Granada,Islas del Caribe, Hombre,3,554.64
2019,Enero,Cancún,Granada,Islas del Caribe, Mujer,2,554.64
2019,Enero,Cancún,Grecia,Europa, Hombre,152,554.64
2019,Enero,Cancún,Grecia,Europa, Mujer,131,554.64
2019,Enero,Cancún,Guatemala,América Central, Hombre,537,554.64
2019,Enero,Cancún,Guatemala,América Central, Mujer,485,554.64
2019,Enero,Cancún,Guinea,África, Hombre,3,554.64
2019,Enero,Cancún,Guinea,África, Mujer,5,554.64
2019,Enero,Cancún,Guinea Ecuatorial,África, Mujer,1,554.64
2019,Enero,Cancún,Guyana,América del Sur, Hombre,20,554.64
2019,Enero,Cancún,Guyana,América del Sur, Mujer,27,554.64
2019,Enero,Cancún,Haití,Islas del Caribe, Hombre,32,554.64
2019,Enero,Cancún,Haití,Islas del Caribe, Mujer,34,554.64
2019,Enero,Cancún,Honduras,América Central, Hombre,153,554.64
2019,Enero,Cancún,Honduras,América Central, Mujer,198,554.64
2019,Enero,Cancún,Hungría,Europa, Hombre,550,554.64
2019,Enero,Cancún,Hungría,Europa, Mujer,626,554.64
2019,Enero,Cancún,India,Asia, Hombre,1202,554.64
2019,Enero,Cancún,India,Asia, Mujer,977,554.64
2019,Enero,Cancún,Indonesia,Asia, Hombre,30,554.64
2019,Enero,Cancún,Indonesia,Asia, Mujer,38,554.64
2019,Enero,Cancún,Irán,Asia, Hombre,191,554.64
2019,Enero,Cancún,Irán,Asia, Mujer,238,554.64
2019,Enero,Cancún,Irak,Asia, Hombre,20,554.64
2019,Enero,Cancún,Irak,Asia, Mujer,13,554.64
2019,Enero,Cancún,Irlanda,Europa, Hombre,608,554.64
2019,Enero,Cancún,Irlanda,Europa, Mujer,576,554.64
2019,Enero,Cancún,Islandia,Europa, Hombre,33,554.64
2019,Enero,Cancún,Islandia,Europa, Mujer,36,554.64
2019,Enero,Cancún,Islas Marshall (EUA)  ,Oceanía, Hombre,1,554.64
2019,Enero,Cancún,Israel,Asia, Hombre,1242,554.64
2019,Enero,Cancún,Israel,Asia, Mujer,954,554.64
2019,Enero,Cancún,Italia,Europa, Hombre,4779,554.64
2019,Enero,Cancún,Italia,Europa, Mujer,4192,554.64
2019,Enero,Cancún,Libia,África, Hombre,3,554.64
2019,Enero,Cancún,Libia,África, Mujer,4,554.64
2019,Enero,Cancún,Jamaica,Islas del Caribe, Hombre,231,554.64
2019,Enero,Cancún,Jamaica,Islas del Caribe, Mujer,205,554.64
2019,Enero,Cancún,Japón,Asia, Hombre,894,554.64
2019,Enero,Cancún,Japón,Asia, Mujer,1122,554.64
2019,Enero,Cancún,Jordania,Asia, Hombre,40,554.64
2019,Enero,Cancún,Jordania,Asia, Mujer,23,554.64
2019,Enero,Cancún,Kazajistán,Asia, Hombre,70,554.64
2019,Enero,Cancún,Kazajistán,Asia, Mujer,83,554.64
2019,Enero,Cancún,Kenia,África, Hombre,10,554.64
2019,Enero,Cancún,Kenia,África, Mujer,17,554.64
2019,Enero,Cancún,Kirguistán,Asia, Hombre,11,554.64
2019,Enero,Cancún,Kirguistán,Asia, Mujer,23,554.64
2019,Enero,Cancún,Kuwait,Asia, Hombre,16,554.64
2019,Enero,Cancún,Kuwait,Asia, Mujer,14,554.64
2019,Enero,Cancún,Letonia,Europa, Hombre,83,554.64
2019,Enero,Cancún,Letonia,Europa, Mujer,120,554.64
2019,Enero,Cancún,Líbano,Asia, Hombre,106,554.64
2019,Enero,Cancún,Líbano,Asia, Mujer,54,554.64
2019,Enero,Cancún,Liberia,África, Hombre,3,554.64
2019,Enero,Cancún,Liberia,África, Mujer,3,554.64
2019,Enero,Cancún,Liechtenstein,Europa, Hombre,4,554.64
2019,Enero,Cancún,Liechtenstein,Europa, Mujer,2,554.64
2019,Enero,Cancún,Lituania,Europa, Hombre,254,554.64
2019,Enero,Cancún,Lituania,Europa, Mujer,332,554.64
2019,Enero,Cancún,Luxemburgo,Europa, Hombre,36,554.64
2019,Enero,Cancún,Luxemburgo,Europa, Mujer,38,554.64
2019,Enero,Cancún,Madagascar,África, Hombre,1,554.64
2019,Enero,Cancún,Madagascar,África, Mujer,1,554.64
2019,Enero,Cancún,Malasia,Asia, Hombre,40,554.64
2019,Enero,Cancún,Malasia,Asia, Mujer,55,554.64
2019,Enero,Cancún,Maldivas,Asia, Mujer,1,554.64
2019,Enero,Cancún,Mali,África, Hombre,1,554.64
2019,Enero,Cancún,Malta,Europa, Hombre,19,554.64
2019,Enero,Cancún,Malta,Europa, Mujer,16,554.64
2019,Enero,Cancún,Marruecos,África, Hombre,113,554.64
2019,Enero,Cancún,Marruecos,África, Mujer,110,554.64
2019,Enero,Cancún,Mauricio,África, Hombre,3,554.64
2019,Enero,Cancún,Mauricio,África, Mujer,1,554.64
2019,Enero,Cancún,República de Micronesia (EUA),Oceanía, Hombre,1,554.64
2019,Enero,Cancún,Mónaco,Europa, Hombre,3,554.64
2019,Enero,Cancún,Mónaco,Europa, Mujer,3,554.64
2019,Enero,Cancún,Mongolia,Asia, Hombre,14,554.64
2019,Enero,Cancún,Mongolia,Asia, Mujer,22,554.64
2019,Enero,Cancún,Montenegro,Europa, Hombre,20,554.64
2019,Enero,Cancún,Montenegro,Europa, Mujer,19,554.64
2019,Enero,Cancún,Mozambique,África, Hombre,6,554.64
2019,Enero,Cancún,Mozambique,África, Mujer,3,554.64
2019,Enero,Cancún,Mianmar (Birmania),Asia, Hombre,3,554.64
2019,Enero,Cancún,Mianmar (Birmania),Asia, Mujer,2,554.64
2019,Enero,Cancún,Namibia,África, Hombre,2,554.64
2019,Enero,Cancún,Namibia,África, Mujer,4,554.64
2019,Enero,Cancún,Nicaragua,América Central, Hombre,66,554.64
2019,Enero,Cancún,Nicaragua,América Central, Mujer,84,554.64
2019,Enero,Cancún,Nigeria,África, Hombre,30,554.64
2019,Enero,Cancún,Nigeria,África, Mujer,37,554.64
2019,Enero,Cancún,Noruega,Europa, Hombre,254,554.64
2019,Enero,Cancún,Noruega,Europa, Mujer,325,554.64
2019,Enero,Cancún,Nueva Zelandia,Oceanía, Hombre,256,554.64
2019,Enero,Cancún,Nueva Zelandia,Oceanía, Mujer,274,554.64
2019,Enero,Cancún,Omán,Asia, Hombre,4,554.64
2019,Enero,Cancún,Omán,Asia, Mujer,5,554.64
2019,Enero,Cancún,Países Bajos (Holanda),Europa, Hombre,1959,554.64
2019,Enero,Cancún,Países Bajos (Holanda),Europa, Mujer,2062,554.64
2019,Enero,Cancún,Pakistán,Asia, Hombre,73,554.64
2019,Enero,Cancún,Pakistán,Asia, Mujer,47,554.64
2019,Enero,Cancún,Palestina,Asia, Hombre,9,554.64
2019,Enero,Cancún,Palestina,Asia, Mujer,7,554.64
2019,Enero,Cancún,Panamá,América Central, Hombre,822,554.64
2019,Enero,Cancún,Panamá,América Central, Mujer,926,554.64
2019,Enero,Cancún,Paraguay,América del Sur, Hombre,1041,554.64
2019,Enero,Cancún,Paraguay,América del Sur, Mujer,1340,554.64
2019,Enero,Cancún,Perú,América del Sur, Hombre,2738,554.64
2019,Enero,Cancún,Perú,América del Sur, Mujer,3344,554.64
2019,Enero,Cancún,Polonia,Europa, Hombre,1823,554.64
2019,Enero,Cancún,Polonia,Europa, Mujer,2160,554.64
2019,Enero,Cancún,Portugal,Europa, Hombre,721,554.64
2019,Enero,Cancún,Portugal,Europa, Mujer,701,554.64
2019,Enero,Cancún,Qatar,Asia, Hombre,2,554.64
2019,Enero,Cancún,Reino Unido,Europa, Hombre,11008,554.64
2019,Enero,Cancún,Reino Unido,Europa, Mujer,11152,554.64
2019,Enero,Cancún,Siria,Asia, Hombre,36,554.64
2019,Enero,Cancún,Siria,Asia, Mujer,23,554.64
2019,Enero,Cancún,"Checa, Rep.",Europa, Hombre,540,554.64
2019,Enero,Cancún,"Checa, Rep.",Europa, Mujer,538,554.64
2019,Enero,Cancún,"Corea, Rep. (Sur)",Asia, Hombre,1667,554.64
2019,Enero,Cancún,"Corea, Rep. (Sur)",Asia, Mujer,2158,554.64
2019,Enero,Cancún,Moldavia,Europa, Hombre,47,554.64
2019,Enero,Cancún,Moldavia,Europa, Mujer,65,554.64
2019,Enero,Cancún,"Congo, Rep. Dem.",África, Hombre,2,554.64
2019,Enero,Cancún,"Congo, Rep. Dem.",África, Mujer,1,554.64
2019,Enero,Cancún,"Dominicana, Rep.",Islas del Caribe, Hombre,178,554.64
2019,Enero,Cancún,"Dominicana, Rep.",Islas del Caribe, Mujer,197,554.64
2019,Enero,Cancún,Nepal,Asia, Hombre,33,554.64
2019,Enero,Cancún,Nepal,Asia, Mujer,37,554.64
2019,Enero,Cancún,Tanzania,África, Hombre,6,554.64
2019,Enero,Cancún,Tanzania,África, Mujer,8,554.64
2019,Enero,Cancún,Rumanía,Europa, Hombre,570,554.64
2019,Enero,Cancún,Rumanía,Europa, Mujer,715,554.64
2019,Enero,Cancún,Ruanda,África, Mujer,2,554.64
2019,Enero,Cancún,Samoa Occidental,Oceanía, Hombre,1,554.64
2019,Enero,Cancún,San Marino,Europa, Hombre,1,554.64
2019,Enero,Cancún,San Marino,Europa, Mujer,1,554.64
2019,Enero,Cancún,Senegal,África, Hombre,5,554.64
2019,Enero,Cancún,Senegal,África, Mujer,5,554.64
2019,Enero,Cancún,Serbia,Europa, Hombre,136,554.64
2019,Enero,Cancún,Serbia,Europa, Mujer,142,554.64
2019,Enero,Cancún,Sierra Leona,África, Hombre,1,554.64
2019,Enero,Cancún,Sierra Leona,África, Mujer,1,554.64
2019,Enero,Cancún,Singapur,Asia, Hombre,39,554.64
2019,Enero,Cancún,Singapur,Asia, Mujer,72,554.64
2019,Enero,Cancún,Sri Lanka,Asia, Hombre,12,554.64
2019,Enero,Cancún,Sri Lanka,Asia, Mujer,9,554.64
2019,Enero,Cancún,Sudáfrica,África, Hombre,131,554.64
2019,Enero,Cancún,Sudáfrica,África, Mujer,120,554.64
2019,Enero,Cancún,Sudán,África, Mujer,2,554.64
2019,Enero,Cancún,Suecia,Europa, Hombre,1980,554.64
