Año,Mes,Aeropuerto2,Nacionalidad,Región,Sexo,Visitantes ,TUA
2019,Febrero,Cozumel,"Checa, Rep.",Europa, Mujer,2,726.21
2019,Febrero,Cozumel,"Corea, Rep. (Sur)",Asia, Hombre,2,726.21
2019,Febrero,Cozumel,"Corea, Rep. (Sur)",Asia, Mujer,6,726.21
2019,Febrero,Cozumel,Moldavia,Europa, Hombre,1,726.21
2019,Febrero,Cozumel,Moldavia,Europa, Mujer,1,726.21
2019,Febrero,Cozumel,"Dominicana, Rep.",Islas del Caribe, Hombre,11,726.21
2019,Febrero,Cozumel,"Dominicana, Rep.",Islas del Caribe, Mujer,6,726.21
2019,Febrero,Cozumel,Rumanía,Europa, Hombre,11,726.21
2019,Febrero,Cozumel,Rumanía,Europa, Mujer,2,726.21
2019,Febrero,Cozumel,Serbia,Europa, Hombre,2,726.21
2019,Febrero,Cozumel,Singapur,Asia, Mujer,1,726.21
2019,Febrero,Cozumel,Sri Lanka,Asia, Hombre,1,726.21
2019,Febrero,Cozumel,Sudáfrica,África, Hombre,6,726.21
2019,Febrero,Cozumel,Sudáfrica,África, Mujer,5,726.21
2019,Febrero,Cozumel,Suecia,Europa, Hombre,5,726.21
2019,Febrero,Cozumel,Suecia,Europa, Mujer,3,726.21
2019,Febrero,Cozumel,Suiza,Europa, Hombre,1,726.21
2019,Febrero,Cozumel,Suiza,Europa, Mujer,2,726.21
2019,Febrero,Cozumel,Tailandia,Asia, Hombre,1,726.21
2019,Febrero,Cozumel,Tailandia,Asia, Mujer,2,726.21
2019,Febrero,Cozumel,Taiwán,Asia, Mujer,2,726.21
2019,Febrero,Cozumel,Tayikistán,Asia, Mujer,1,726.21
2019,Febrero,Cozumel,Trinidad y Tobago,Islas del Caribe, Hombre,1,726.21
2019,Febrero,Cozumel,Trinidad y Tobago,Islas del Caribe, Mujer,3,726.21
2019,Febrero,Cozumel,Túnez,África, Hombre,2,726.21
2019,Febrero,Cozumel,Turquía,Asia, Hombre,3,726.21
2019,Febrero,Cozumel,Turquía,Asia, Mujer,1,726.21
2019,Febrero,Cozumel,Ucrania,Europa, Hombre,6,726.21
2019,Febrero,Cozumel,Ucrania,Europa, Mujer,3,726.21
2019,Febrero,Cozumel,Uruguay,América del Sur, Hombre,3,726.21
2019,Febrero,Cozumel,Uruguay,América del Sur, Mujer,2,726.21
2019,Febrero,Cozumel,Uzbekistán,Asia, Mujer,1,726.21
2019,Febrero,Cozumel,Venezuela,América del Sur, Hombre,13,726.21
2019,Febrero,Cozumel,Venezuela,América del Sur, Mujer,5,726.21
2019,Febrero,Cozumel,Vietnam,Asia, Mujer,2,726.21
2019,Febrero,Cozumel,Zimbabue,África, Hombre,1,726.21
2019,Febrero,Cozumel,"Bermudas, Islas (R. Unido)",América del Norte, Hombre,1,726.21
2019,Febrero,Cozumel,Santa Lucía,Islas del Caribe, Mujer,1,726.21
2019,Febrero,Cozumel,San Vicente y Las Granadinas,Islas del Caribe, Hombre,1,726.21
2019,Febrero,Culiacán,Canadá,América del Norte, Mujer,1,1145.8
2019,Febrero,Culiacán,España,Europa, Hombre,1,1145.8
2019,Febrero,Culiacán,Estados Unidos,América del Norte, Hombre,86,1145.8
2019,Febrero,Culiacán,Estados Unidos,América del Norte, Mujer,48,1145.8
2019,Febrero,Culiacán,India,Asia, Hombre,1,1145.8
2019,Febrero,Culiacán,Venezuela,América del Sur, Hombre,1,1145.8
2019,Febrero,Culiacán,Venezuela,América del Sur, Mujer,1,1145.8
2019,Febrero,Durango,Canadá,América del Norte, Hombre,2,1059.16
2019,Febrero,Durango,Estados Unidos,América del Norte, Hombre,340,1059.16
2019,Febrero,Durango,Estados Unidos,América del Norte, Mujer,394,1059.16
2019,Febrero,Guadalajara,Alemania,Europa, Hombre,139,985.27
2019,Febrero,Guadalajara,Alemania,Europa, Mujer,74,985.27
2019,Febrero,Guadalajara,Arabia Saudita,Asia, Hombre,2,985.27
2019,Febrero,Guadalajara,Argentina,América del Sur, Hombre,76,985.27
2019,Febrero,Guadalajara,Argentina,América del Sur, Mujer,45,985.27
2019,Febrero,Guadalajara,Armenia,Asia, Hombre,3,985.27
2019,Febrero,Guadalajara,Armenia,Asia, Mujer,4,985.27
2019,Febrero,Guadalajara,Australia,Oceanía, Hombre,75,985.27
2019,Febrero,Guadalajara,Australia,Oceanía, Mujer,42,985.27
2019,Febrero,Guadalajara,Austria,Europa, Hombre,16,985.27
2019,Febrero,Guadalajara,Austria,Europa, Mujer,9,985.27
2019,Febrero,Guadalajara,Bahamas (Comonwealth),Islas del Caribe, Hombre,1,985.27
2019,Febrero,Guadalajara,Bangladesh,Asia, Hombre,4,985.27
2019,Febrero,Guadalajara,Bielorrusia,Europa, Hombre,3,985.27
2019,Febrero,Guadalajara,Bielorrusia,Europa, Mujer,3,985.27
2019,Febrero,Guadalajara,Bélgica,Europa, Hombre,25,985.27
2019,Febrero,Guadalajara,Bélgica,Europa, Mujer,5,985.27
2019,Febrero,Guadalajara,Belice,América Central, Hombre,1,985.27
2019,Febrero,Guadalajara,Belice,América Central, Mujer,1,985.27
2019,Febrero,Guadalajara,Bolivia,América del Sur, Hombre,9,985.27
2019,Febrero,Guadalajara,Bolivia,América del Sur, Mujer,5,985.27
2019,Febrero,Guadalajara,Brasil,América del Sur, Hombre,138,985.27
2019,Febrero,Guadalajara,Brasil,América del Sur, Mujer,81,985.27
2019,Febrero,Guadalajara,Bulgaria,Europa, Hombre,1,985.27
2019,Febrero,Guadalajara,Bulgaria,Europa, Mujer,6,985.27
2019,Febrero,Guadalajara,Canadá,América del Norte, Hombre,733,985.27
2019,Febrero,Guadalajara,Canadá,América del Norte, Mujer,672,985.27
2019,Febrero,Guadalajara,Chile,América del Sur, Hombre,46,985.27
2019,Febrero,Guadalajara,Chile,América del Sur, Mujer,35,985.27
2019,Febrero,Guadalajara,China,Asia, Hombre,180,985.27
2019,Febrero,Guadalajara,China,Asia, Mujer,98,985.27
2019,Febrero,Guadalajara,Colombia,América del Sur, Hombre,148,985.27
2019,Febrero,Guadalajara,Colombia,América del Sur, Mujer,140,985.27
2019,Febrero,Guadalajara,Costa Rica,América Central, Hombre,56,985.27
2019,Febrero,Guadalajara,Costa Rica,América Central, Mujer,35,985.27
2019,Febrero,Guadalajara,Croacia,Europa, Hombre,2,985.27
2019,Febrero,Guadalajara,Cuba,Islas del Caribe, Hombre,19,985.27
2019,Febrero,Guadalajara,Cuba,Islas del Caribe, Mujer,8,985.27
2019,Febrero,Guadalajara,Dinamarca,Europa, Hombre,13,985.27
2019,Febrero,Guadalajara,Dinamarca,Europa, Mujer,5,985.27
2019,Febrero,Guadalajara,Ecuador,América del Sur, Hombre,39,985.27
2019,Febrero,Guadalajara,Ecuador,América del Sur, Mujer,51,985.27
2019,Febrero,Guadalajara,Egipto,África, Hombre,3,985.27
2019,Febrero,Guadalajara,El Salvador,América Central, Hombre,40,985.27
2019,Febrero,Guadalajara,El Salvador,América Central, Mujer,45,985.27
2019,Febrero,Guadalajara,Emiratos Árabes Unidos,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,Eslovaquia,Europa, Hombre,4,985.27
2019,Febrero,Guadalajara,Eslovaquia,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,Eslovenia,Europa, Hombre,2,985.27
2019,Febrero,Guadalajara,Eslovenia,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,España,Europa, Hombre,127,985.27
2019,Febrero,Guadalajara,España,Europa, Mujer,44,985.27
2019,Febrero,Guadalajara,Estados Unidos,América del Norte, Hombre,34240,985.27
2019,Febrero,Guadalajara,Estados Unidos,América del Norte, Mujer,31740,985.27
2019,Febrero,Guadalajara,Estonia,Europa, Hombre,2,985.27
2019,Febrero,Guadalajara,Etiopía,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Etiopía,África, Mujer,2,985.27
2019,Febrero,Guadalajara,Macedonia,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,Rusia,Europa, Hombre,8,985.27
2019,Febrero,Guadalajara,Rusia,Europa, Mujer,10,985.27
2019,Febrero,Guadalajara,"Fiyi, Islas",Oceanía, Hombre,1,985.27
2019,Febrero,Guadalajara,"Fiyi, Islas",Oceanía, Mujer,1,985.27
2019,Febrero,Guadalajara,Filipinas,Asia, Hombre,26,985.27
2019,Febrero,Guadalajara,Filipinas,Asia, Mujer,14,985.27
2019,Febrero,Guadalajara,Finlandia,Europa, Hombre,19,985.27
2019,Febrero,Guadalajara,Finlandia,Europa, Mujer,4,985.27
2019,Febrero,Guadalajara,Francia,Europa, Hombre,132,985.27
2019,Febrero,Guadalajara,Francia,Europa, Mujer,71,985.27
2019,Febrero,Guadalajara,Ghana,África, Hombre,2,985.27
2019,Febrero,Guadalajara,Grecia,Europa, Hombre,7,985.27
2019,Febrero,Guadalajara,Guatemala,América Central, Hombre,55,985.27
2019,Febrero,Guadalajara,Guatemala,América Central, Mujer,26,985.27
2019,Febrero,Guadalajara,Haití,Islas del Caribe, Hombre,3,985.27
2019,Febrero,Guadalajara,Haití,Islas del Caribe, Mujer,1,985.27
2019,Febrero,Guadalajara,Honduras,América Central, Hombre,20,985.27
2019,Febrero,Guadalajara,Honduras,América Central, Mujer,21,985.27
2019,Febrero,Guadalajara,Hungría,Europa, Hombre,20,985.27
2019,Febrero,Guadalajara,Hungría,Europa, Mujer,3,985.27
2019,Febrero,Guadalajara,India,Asia, Hombre,217,985.27
2019,Febrero,Guadalajara,India,Asia, Mujer,59,985.27
2019,Febrero,Guadalajara,Indonesia,Asia, Hombre,3,985.27
2019,Febrero,Guadalajara,Indonesia,Asia, Mujer,9,985.27
2019,Febrero,Guadalajara,Irak,Asia, Hombre,1,985.27
2019,Febrero,Guadalajara,Irlanda,Europa, Hombre,15,985.27
2019,Febrero,Guadalajara,Irlanda,Europa, Mujer,7,985.27
2019,Febrero,Guadalajara,Islandia,Europa, Hombre,1,985.27
2019,Febrero,Guadalajara,Israel,Asia, Hombre,36,985.27
2019,Febrero,Guadalajara,Israel,Asia, Mujer,8,985.27
2019,Febrero,Guadalajara,Italia,Europa, Hombre,123,985.27
2019,Febrero,Guadalajara,Italia,Europa, Mujer,42,985.27
2019,Febrero,Guadalajara,Jamaica,Islas del Caribe, Hombre,2,985.27
2019,Febrero,Guadalajara,Jamaica,Islas del Caribe, Mujer,4,985.27
2019,Febrero,Guadalajara,Japón,Asia, Hombre,154,985.27
2019,Febrero,Guadalajara,Japón,Asia, Mujer,49,985.27
2019,Febrero,Guadalajara,Kazajistán,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,Kenia,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Kenia,África, Mujer,1,985.27
2019,Febrero,Guadalajara,Letonia,Europa, Hombre,1,985.27
2019,Febrero,Guadalajara,Letonia,Europa, Mujer,4,985.27
2019,Febrero,Guadalajara,Líbano,Asia, Hombre,1,985.27
2019,Febrero,Guadalajara,Lituania,Europa, Hombre,3,985.27
2019,Febrero,Guadalajara,Lituania,Europa, Mujer,5,985.27
2019,Febrero,Guadalajara,Luxemburgo,Europa, Hombre,4,985.27
2019,Febrero,Guadalajara,Malasia,Asia, Hombre,21,985.27
2019,Febrero,Guadalajara,Malasia,Asia, Mujer,6,985.27
2019,Febrero,Guadalajara,Mali,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Marruecos,África, Hombre,4,985.27
2019,Febrero,Guadalajara,Marruecos,África, Mujer,2,985.27
2019,Febrero,Guadalajara,Mauricio,África, Hombre,1,985.27
2019,Febrero,Guadalajara,República de Micronesia (EUA),Oceanía, Mujer,1,985.27
2019,Febrero,Guadalajara,Mongolia,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,Montenegro,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,Nicaragua,América Central, Hombre,16,985.27
2019,Febrero,Guadalajara,Nicaragua,América Central, Mujer,18,985.27
2019,Febrero,Guadalajara,Nigeria,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Noruega,Europa, Hombre,8,985.27
2019,Febrero,Guadalajara,Noruega,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,Nueva Zelandia,Oceanía, Hombre,14,985.27
2019,Febrero,Guadalajara,Nueva Zelandia,Oceanía, Mujer,8,985.27
2019,Febrero,Guadalajara,Países Bajos (Holanda),Europa, Hombre,44,985.27
2019,Febrero,Guadalajara,Países Bajos (Holanda),Europa, Mujer,22,985.27
2019,Febrero,Guadalajara,Pakistán,Asia, Hombre,2,985.27
2019,Febrero,Guadalajara,Pakistán,Asia, Mujer,2,985.27
2019,Febrero,Guadalajara,Panamá,América Central, Hombre,107,985.27
2019,Febrero,Guadalajara,Panamá,América Central, Mujer,101,985.27
2019,Febrero,Guadalajara,Paraguay,América del Sur, Hombre,3,985.27
2019,Febrero,Guadalajara,Paraguay,América del Sur, Mujer,1,985.27
2019,Febrero,Guadalajara,Perú,América del Sur, Hombre,56,985.27
2019,Febrero,Guadalajara,Perú,América del Sur, Mujer,45,985.27
2019,Febrero,Guadalajara,Polonia,Europa, Hombre,16,985.27
2019,Febrero,Guadalajara,Polonia,Europa, Mujer,13,985.27
2019,Febrero,Guadalajara,Portugal,Europa, Hombre,11,985.27
2019,Febrero,Guadalajara,Portugal,Europa, Mujer,8,985.27
2019,Febrero,Guadalajara,Reino Unido,Europa, Hombre,151,985.27
2019,Febrero,Guadalajara,Reino Unido,Europa, Mujer,61,985.27
2019,Febrero,Guadalajara,"Checa, Rep.",Europa, Hombre,7,985.27
2019,Febrero,Guadalajara,"Checa, Rep.",Europa, Mujer,3,985.27
2019,Febrero,Guadalajara,"Corea, Rep. (Sur)",Asia, Hombre,144,985.27
2019,Febrero,Guadalajara,"Corea, Rep. (Sur)",Asia, Mujer,76,985.27
2019,Febrero,Guadalajara,Moldavia,Europa, Mujer,1,985.27
2019,Febrero,Guadalajara,"Congo, Rep. Dem.",África, Hombre,1,985.27
2019,Febrero,Guadalajara,Laos,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,"Dominicana, Rep.",Islas del Caribe, Hombre,23,985.27
2019,Febrero,Guadalajara,"Dominicana, Rep.",Islas del Caribe, Mujer,35,985.27
2019,Febrero,Guadalajara,Nepal,Asia, Hombre,3,985.27
2019,Febrero,Guadalajara,Nepal,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,Tanzania,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Rumanía,Europa, Hombre,9,985.27
2019,Febrero,Guadalajara,Rumanía,Europa, Mujer,4,985.27
2019,Febrero,Guadalajara,Santo Tomé y Príncipe,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Serbia,Europa, Hombre,1,985.27
2019,Febrero,Guadalajara,Serbia,Europa, Mujer,2,985.27
2019,Febrero,Guadalajara,Singapur,Asia, Hombre,16,985.27
2019,Febrero,Guadalajara,Singapur,Asia, Mujer,9,985.27
2019,Febrero,Guadalajara,Sri Lanka,Asia, Hombre,2,985.27
2019,Febrero,Guadalajara,Sudáfrica,África, Hombre,5,985.27
2019,Febrero,Guadalajara,Suecia,Europa, Hombre,31,985.27
2019,Febrero,Guadalajara,Suecia,Europa, Mujer,12,985.27
2019,Febrero,Guadalajara,Suiza,Europa, Hombre,19,985.27
2019,Febrero,Guadalajara,Suiza,Europa, Mujer,13,985.27
2019,Febrero,Guadalajara,Tailandia,Asia, Hombre,4,985.27
2019,Febrero,Guadalajara,Tailandia,Asia, Mujer,8,985.27
2019,Febrero,Guadalajara,Taiwán,Asia, Hombre,47,985.27
2019,Febrero,Guadalajara,Taiwán,Asia, Mujer,43,985.27
2019,Febrero,Guadalajara,Trinidad y Tobago,Islas del Caribe, Hombre,2,985.27
2019,Febrero,Guadalajara,Túnez,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Turquía,Asia, Hombre,10,985.27
2019,Febrero,Guadalajara,Turquía,Asia, Mujer,2,985.27
2019,Febrero,Guadalajara,Ucrania,Europa, Hombre,10,985.27
2019,Febrero,Guadalajara,Ucrania,Europa, Mujer,7,985.27
2019,Febrero,Guadalajara,Uruguay,América del Sur, Hombre,15,985.27
2019,Febrero,Guadalajara,Uruguay,América del Sur, Mujer,14,985.27
2019,Febrero,Guadalajara,Uzbekistán,Asia, Mujer,1,985.27
2019,Febrero,Guadalajara,Venezuela,América del Sur, Hombre,104,985.27
2019,Febrero,Guadalajara,Venezuela,América del Sur, Mujer,93,985.27
2019,Febrero,Guadalajara,Vietnam,Asia, Hombre,2,985.27
2019,Febrero,Guadalajara,Vietnam,Asia, Mujer,3,985.27
2019,Febrero,Guadalajara,Zambia,África, Hombre,1,985.27
2019,Febrero,Guadalajara,Zambia,África, Mujer,1,985.27
2019,Febrero,Guadalajara,Zimbabue,África, Mujer,1,985.27
2019,Febrero,Guadalajara,Hong Kong (China),Asia, Hombre,2,985.27
2019,Febrero,Guadalajara,Hong Kong (China),Asia, Mujer,2,985.27
2019,Febrero,Guadalajara,San Vicente y Las Granadinas,Islas del Caribe, Mujer,1,985.27
2019,Febrero,Hermosillo,Alemania,Europa, Hombre,5,443.37
2019,Febrero,Hermosillo,Alemania,Europa, Mujer,2,443.37
2019,Febrero,Hermosillo,Australia,Oceanía, Hombre,5,443.37
2019,Febrero,Hermosillo,Australia,Oceanía, Mujer,1,443.37
2019,Febrero,Hermosillo,Austria,Europa, Hombre,1,443.37
2019,Febrero,Hermosillo,Brasil,América del Sur, Hombre,4,443.37
2019,Febrero,Hermosillo,Canadá,América del Norte, Hombre,48,443.37
2019,Febrero,Hermosillo,Canadá,América del Norte, Mujer,18,443.37
2019,Febrero,Hermosillo,Chile,América del Sur, Hombre,3,443.37
2019,Febrero,Hermosillo,China,Asia, Hombre,6,443.37
2019,Febrero,Hermosillo,China,Asia, Mujer,2,443.37
2019,Febrero,Hermosillo,España,Europa, Hombre,2,443.37
2019,Febrero,Hermosillo,Estados Unidos,América del Norte, Hombre,922,443.37
2019,Febrero,Hermosillo,Estados Unidos,América del Norte, Mujer,306,443.37
2019,Febrero,Hermosillo,Etiopía,África, Mujer,1,443.37
2019,Febrero,Hermosillo,Filipinas,Asia, Mujer,1,443.37
2019,Febrero,Hermosillo,Finlandia,Europa, Hombre,1,443.37
2019,Febrero,Hermosillo,Francia,Europa, Hombre,2,443.37
2019,Febrero,Hermosillo,Francia,Europa, Mujer,1,443.37
2019,Febrero,Hermosillo,India,Asia, Hombre,4,443.37
2019,Febrero,Hermosillo,Irlanda,Europa, Hombre,1,443.37
2019,Febrero,Hermosillo,Irlanda,Europa, Mujer,1,443.37
2019,Febrero,Hermosillo,Israel,Asia, Mujer,1,443.37
2019,Febrero,Hermosillo,Italia,Europa, Mujer,1,443.37
2019,Febrero,Hermosillo,Japón,Asia, Hombre,13,443.37
2019,Febrero,Hermosillo,Malasia,Asia, Hombre,3,443.37
2019,Febrero,Hermosillo,Mongolia,Asia, Hombre,1,443.37
2019,Febrero,Hermosillo,Nicaragua,América Central, Hombre,1,443.37
2019,Febrero,Hermosillo,Países Bajos (Holanda),Europa, Hombre,3,443.37
2019,Febrero,Hermosillo,Perú,América del Sur, Hombre,8,443.37
2019,Febrero,Hermosillo,Perú,América del Sur, Mujer,1,443.37
2019,Febrero,Hermosillo,Polonia,Europa, Hombre,1,443.37
2019,Febrero,Hermosillo,Reino Unido,Europa, Hombre,4,443.37
2019,Febrero,Hermosillo,Reino Unido,Europa, Mujer,1,443.37
2019,Febrero,Hermosillo,"Corea, Rep. (Sur)",Asia, Hombre,2,443.37
2019,Febrero,Hermosillo,"Corea, Rep. (Sur)",Asia, Mujer,2,443.37
2019,Febrero,Hermosillo,"Congo, Rep. Dem.",África, Hombre,1,443.37
2019,Febrero,Hermosillo,Samoa Occidental,Oceanía, Hombre,1,443.37
2019,Febrero,Hermosillo,Sudáfrica,África, Hombre,3,443.37
2019,Febrero,Hermosillo,Suiza,Europa, Hombre,1,443.37
2019,Febrero,Hermosillo,Taiwán,Asia, Hombre,3,443.37
2019,Febrero,Hermosillo,Venezuela,América del Sur, Hombre,2,443.37
2019,Febrero,Huatulco,Alemania,Europa, Hombre,6,637.03
2019,Febrero,Huatulco,Alemania,Europa, Mujer,8,637.03
2019,Febrero,Huatulco,Australia,Oceanía, Hombre,1,637.03
2019,Febrero,Huatulco,Australia,Oceanía, Mujer,2,637.03
2019,Febrero,Huatulco,Austria,Europa, Hombre,1,637.03
2019,Febrero,Huatulco,Brasil,América del Sur, Hombre,1,637.03
2019,Febrero,Huatulco,Brasil,América del Sur, Mujer,1,637.03
2019,Febrero,Huatulco,Canadá,América del Norte, Hombre,4970,637.03
2019,Febrero,Huatulco,Canadá,América del Norte, Mujer,5622,637.03
2019,Febrero,Huatulco,China,Asia, Hombre,1,637.03
2019,Febrero,Huatulco,China,Asia, Mujer,4,637.03
2019,Febrero,Huatulco,Estados Unidos,América del Norte, Hombre,773,637.03
2019,Febrero,Huatulco,Estados Unidos,América del Norte, Mujer,864,637.03
2019,Febrero,Huatulco,Rusia,Europa, Hombre,1,637.03
2019,Febrero,Huatulco,Filipinas,Asia, Mujer,1,637.03
2019,Febrero,Huatulco,Francia,Europa, Hombre,1,637.03
2019,Febrero,Huatulco,Francia,Europa, Mujer,1,637.03
2019,Febrero,Huatulco,India,Asia, Hombre,1,637.03
2019,Febrero,Huatulco,India,Asia, Mujer,1,637.03
2019,Febrero,Huatulco,Irán,Asia, Mujer,2,637.03
2019,Febrero,Huatulco,Irlanda,Europa, Hombre,2,637.03
2019,Febrero,Huatulco,Italia,Europa, Hombre,2,637.03
2019,Febrero,Huatulco,Italia,Europa, Mujer,3,637.03
2019,Febrero,Huatulco,Japón,Asia, Mujer,2,637.03
2019,Febrero,Huatulco,Malasia,Asia, Hombre,1,637.03
2019,Febrero,Huatulco,Nueva Zelandia,Oceanía, Hombre,1,637.03
2019,Febrero,Huatulco,Nueva Zelandia,Oceanía, Mujer,2,637.03
2019,Febrero,Huatulco,Países Bajos (Holanda),Europa, Hombre,3,637.03
2019,Febrero,Huatulco,Países Bajos (Holanda),Europa, Mujer,2,637.03
2019,Febrero,Huatulco,Polonia,Europa, Mujer,1,637.03
2019,Febrero,Huatulco,Portugal,Europa, Mujer,2,637.03
2019,Febrero,Huatulco,Reino Unido,Europa, Hombre,9,637.03
2019,Febrero,Huatulco,Reino Unido,Europa, Mujer,12,637.03
2019,Febrero,Huatulco,"Checa, Rep.",Europa, Mujer,1,637.03
2019,Febrero,Huatulco,"Corea, Rep. (Sur)",Asia, Mujer,1,637.03
2019,Febrero,Huatulco,Rumanía,Europa, Mujer,1,637.03
2019,Febrero,Huatulco,Suecia,Europa, Mujer,1,637.03
2019,Febrero,Huatulco,Taiwán,Asia, Hombre,1,637.03
2019,Febrero,Huatulco,Turquía,Asia, Mujer,1,637.03
2019,Febrero,La Paz,Estados Unidos,América del Norte, Hombre,47,443.37
2019,Febrero,La Paz,Estados Unidos,América del Norte, Mujer,15,443.37
2019,Febrero,La Paz,Portugal,Europa, Mujer,1,443.37
2019,Febrero,Los Cabos,Afganistán,Asia, Hombre,1,985.27
2019,Febrero,Los Cabos,Afganistán,Asia, Mujer,1,985.27
2019,Febrero,Los Cabos,Alemania,Europa, Hombre,130,985.27
2019,Febrero,Los Cabos,Alemania,Europa, Mujer,139,985.27
2019,Febrero,Los Cabos,Antigua y Barbuda,Islas del Caribe, Mujer,1,985.27
2019,Febrero,Los Cabos,Arabia Saudita,Asia, Hombre,1,985.27
2019,Febrero,Los Cabos,Argelia,África, Hombre,1,985.27
2019,Febrero,Los Cabos,Argentina,América del Sur, Hombre,59,985.27
2019,Febrero,Los Cabos,Argentina,América del Sur, Mujer,47,985.27
2019,Febrero,Los Cabos,Armenia,Asia, Hombre,3,985.27
2019,Febrero,Los Cabos,Armenia,Asia, Mujer,4,985.27
2019,Febrero,Los Cabos,Australia,Oceanía, Hombre,185,985.27
2019,Febrero,Los Cabos,Australia,Oceanía, Mujer,176,985.27
2019,Febrero,Los Cabos,Austria,Europa, Hombre,13,985.27
2019,Febrero,Los Cabos,Austria,Europa, Mujer,18,985.27
2019,Febrero,Los Cabos,Azerbaiyán,Asia, Hombre,1,985.27
2019,Febrero,Los Cabos,Bahamas (Comonwealth),Islas del Caribe, Hombre,1,985.27
2019,Febrero,Los Cabos,Bangladesh,Asia, Mujer,1,985.27
2019,Febrero,Los Cabos,Barbados,Islas del Caribe, Hombre,1,985.27
2019,Febrero,Los Cabos,Barbados,Islas del Caribe, Mujer,2,985.27
2019,Febrero,Los Cabos,Bielorrusia,Europa, Hombre,3,985.27
2019,Febrero,Los Cabos,Bielorrusia,Europa, Mujer,4,985.27
2019,Febrero,Los Cabos,Bélgica,Europa, Hombre,12,985.27
2019,Febrero,Los Cabos,Bélgica,Europa, Mujer,10,985.27
2019,Febrero,Los Cabos,Belice,América Central, Hombre,3,985.27
2019,Febrero,Los Cabos,Belice,América Central, Mujer,3,985.27
2019,Febrero,Los Cabos,Bolivia,América del Sur, Hombre,1,985.27
2019,Febrero,Los Cabos,Bolivia,América del Sur, Mujer,7,985.27
2019,Febrero,Los Cabos,Bosnia - Herzegovina,Europa, Hombre,1,985.27
2019,Febrero,Los Cabos,Brasil,América del Sur, Hombre,51,985.27
2019,Febrero,Los Cabos,Brasil,América del Sur, Mujer,73,985.27
2019,Febrero,Los Cabos,Bulgaria,Europa, Hombre,2,985.27
2019,Febrero,Los Cabos,Bulgaria,Europa, Mujer,6,985.27
2019,Febrero,Los Cabos,Canadá,América del Norte, Hombre,12807,985.27
2019,Febrero,Los Cabos,Canadá,América del Norte, Mujer,14149,985.27
2019,Febrero,Los Cabos,Chile,América del Sur, Hombre,19,985.27
2019,Febrero,Los Cabos,Chile,América del Sur, Mujer,24,985.27
2019,Febrero,Los Cabos,China,Asia, Hombre,136,985.27
2019,Febrero,Los Cabos,China,Asia, Mujer,184,985.27
2019,Febrero,Los Cabos,Chipre,Asia, Mujer,1,985.27
2019,Febrero,Los Cabos,Colombia,América del Sur, Hombre,24,985.27
2019,Febrero,Los Cabos,Colombia,América del Sur, Mujer,34,985.27
2019,Febrero,Los Cabos,Costa Rica,América Central, Hombre,6,985.27
2019,Febrero,Los Cabos,Costa Rica,América Central, Mujer,7,985.27
2019,Febrero,Los Cabos,Croacia,Europa, Hombre,6,985.27
2019,Febrero,Los Cabos,Croacia,Europa, Mujer,3,985.27
2019,Febrero,Los Cabos,Cuba,Islas del Caribe, Hombre,3,985.27
2019,Febrero,Los Cabos,Cuba,Islas del Caribe, Mujer,3,985.27
2019,Febrero,Los Cabos,Dinamarca,Europa, Hombre,22,985.27
2019,Febrero,Los Cabos,Dinamarca,Europa, Mujer,24,985.27
2019,Febrero,Los Cabos,Dominica (Comonwealth),Islas del Caribe, Hombre,1,985.27
2019,Febrero,Los Cabos,Ecuador,América del Sur, Hombre,6,985.27
2019,Febrero,Los Cabos,Ecuador,América del Sur, Mujer,6,985.27
2019,Febrero,Los Cabos,Egipto,África, Hombre,2,985.27
2019,Febrero,Los Cabos,Egipto,África, Mujer,3,985.27
2019,Febrero,Los Cabos,El Salvador,América Central, Hombre,7,985.27
2019,Febrero,Los Cabos,El Salvador,América Central, Mujer,12,985.27
2019,Febrero,Los Cabos,Emiratos Árabes Unidos,Asia, Hombre,1,985.27
2019,Febrero,Los Cabos,Emiratos Árabes Unidos,Asia, Mujer,1,985.27
2019,Febrero,Los Cabos,Eslovaquia,Europa, Hombre,2,985.27
2019,Febrero,Los Cabos,Eslovaquia,Europa, Mujer,4,985.27
2019,Febrero,Los Cabos,Eslovenia,Europa, Hombre,3,985.27
2019,Febrero,Los Cabos,Eslovenia,Europa, Mujer,5,985.27
2019,Febrero,Los Cabos,España,Europa, Hombre,45,985.27
